autor,fecha,tweet_id,texto,texto_tokenizado
Galgadot,2021-08-01T17:47:24Z,1421890320795537400,"Girlfriends are the strongest force in the world - they can move mountains, lift your spirit and make anywhere feels like home in a heartbeat.
my friends mean the world to me and I'm so happy to share this journey with them ❤
#HappyGirlfriendsDay https://t.co/NpOdItbXN2",
Galgadot,2021-07-25T15:53:42Z,1419324992303603700,"#TB to my first Comic-Con back in July 2014. 
The last 7 years were an amazing ride and I'm more than ready for whatever the next 7 will bring :)
@Comic_Con
Video by @photog.pia.s https://t.co/JIIAug1U5g",
Galgadot,2021-07-24T22:32:29Z,1419062961973338e3,"@RealLyndaCarter aka mama bear, happy bday!! You’re a true wonder and I’m blessed to have you in my life! Wishing you the very best of everything 🍀🙏Love you ♥️ https://t.co/ZuV1yrK6f8",
Galgadot,2021-07-24T16:49:40Z,1418976686582993e3,"Today is @PattyJenks bday!  
I wish you all the best things this world has to offer❤️
May our journey always be filled with lots of laughter, great food, beautiful vacations and endless conversations into the night. 
So glad the forces of the world brought us together, I love u! https://t.co/uqBZk0EIIx",
Galgadot,2021-07-22T19:35:19Z,1418293599326847e3,"TAking a break, BRB 💦 https://t.co/YVeQkLECsu",
Galgadot,2021-07-21T18:08:18Z,1417909315076251600,"We are ❤️
@JaronVarsano https://t.co/tfVwLkDpKF",
Galgadot,2021-07-18T16:42:29Z,1416800555540877300,"Happy ice cream day to my favorite dessert, the one who is always there for me, making me smile and showing me sweet love! 😜🍦 https://t.co/tCYJLkzYrx",
Galgadot,2021-07-14T19:14:30Z,1415389259167674400,I really love this photo from a photoshoot we did last time I was in Tel Aviv 🤍 https://t.co/ijTGStlrDd,
Galgadot,2021-07-08T15:35:35Z,1413159840193601500,"Let me just put this here.
I Can’t wait for you to see this. @Netflix biggest movie #REDNOTICE premiering Nov.12th!
Thank you @RawsonThurber for bringing me onto this project. being able to work with my friends @VancityReynolds &amp; @TheRock was the icing on the cake. https://t.co/4GzJpbR2Wy",
Galgadot,2021-07-04T19:39:36Z,1411771697699643400,Happy 4th ❤️💙🤍 https://t.co/IT0i3ot90M,
Galgadot,2021-06-30T04:24:19Z,1410091805832405e3,@RealLyndaCarter Love you mama♥️,
Galgadot,2021-06-29T17:28:32Z,1409926772301308e3,My sweet family 🖐🏼I couldn’t be more grateful and happy (and tired 🤪) we are all so excited to welcome Daniella into our family. I’m sending all of you love and health. GG ♥️🖐🏼🖐🏼🖐🏼🖐🏼🖐🏼 https://t.co/FmZdJRiRZD,
Galgadot,2021-06-25T22:35:21Z,1408554434226012200,"My beloved Tel Aviv celebrated Pride 2021 today in a colorful parade today!
 It's an amazing reminder to us all that love is the most powerful force in the world, it can overcome all obstacles and change the world!
 ❤️🧡💛💚💙💜
#Pride2021 https://t.co/DnNMl6tBpG",
Galgadot,2021-06-25T07:39:01Z,1408328865429217300,I’ll miss your show @TeamCoco but I’m sure I’ll see you again! Just next time pls give me the heads up before crashing my house in Tel Aviv..😉 https://t.co/XOXn9udGsj,
Galgadot,2021-06-22T19:13:39Z,1407416509928980500,It's no invisible jet but I guess it will do :) https://t.co/G4sxSZ8bCd,
Galgadot,2021-06-22T05:55:27Z,1407215639538847700,"What does it mean to really make an Impact? 
I'm so proud and happy to bring you IMPACT's network premiere! 
Watch these six amazing women and their incredible stories change the world. 
IMPACT airs Thursday June 24th on @NatGeoTV #IMPACT #WomenOfImpact https://t.co/lP01xfEbA9",
Galgadot,2021-06-20T17:10:51Z,1406660831509717e3,"אבא , לא יכולתי לבקש לעצמי אבא טוב יותר ❤.
You’re simply the best dad I could ever ask for
 !Happy Father’s Day https://t.co/4dDT5T9stI",
Galgadot,2021-06-20T17:09:49Z,1406660572251398100,"My love for you grows bigger every day, seeing you inspire them, teaching them, challenging them, loving them, I know they will become the amazing women we dream they will be. Thank you for being the dad that you are, more to come...   #girldad #fathersday
@JaronVarsano",
Galgadot,2021-06-20T17:09:34Z,1406660507722043400,The unconditional support you give them and the knowing they will never walk alone 'cause you always got their back are such a strong base to who they will grow up to be.,
Galgadot,2021-06-20T17:09:18Z,1406660442726994e3,"Babe, we won the the jackpot with you as the greatest dad in the world!
You give our girls the perfect example of how a man should behave and the love and patience you show them is endless. https://t.co/DyircY8jgq",
Galgadot,2021-06-18T17:30:41Z,1405941048355008500,My Lola ❤ https://t.co/RFKcpFK5I9,
Galgadot,2021-06-16T22:44:13Z,1405295173932773400,Impact 💪🏻 https://t.co/s5zHR4p8lg,
Galgadot,2021-06-15T16:15:35Z,1404834986348458e3,"Still working out, still loving it! ✌️💪 https://t.co/H1HX2REcn8",
Galgadot,2021-06-05T20:25:17Z,1401273944901103600,"And finally, thank you to all the production teams who were on the ground and our teams in post, our editors, our wonderful composer. Thank you for making each episode so powerful and emotional. 
Thank you ALL for making an IMPACT! 
@ryanpallotta
@JaronVarsano 
 @NatGeoTV",
Galgadot,2021-06-05T20:23:59Z,1401273618668081200,"Thank you to the entire NatGeo and EOne teams for all your hard work and dedication, thank you Tara Long and Eric Levin for being the amazing partners .",
Galgadot,2021-06-05T20:23:23Z,1401273466611982300,"Thank you Ryan for bringing this project to Jaron and I, and being an amazing partner throughout the whole process, thank u Vanessa Roth for breathing life and love into these moving stories.",
Galgadot,2021-06-05T20:22:19Z,1401273197245472800,"Thank you Kameryn, Kelsey, Arianna, Kayla, Chief Shirell and Tuany, for trusting us with your stories. You let us into your homes, your lives, your communities and your hearts, and showed us what it truly means to make an impact on the world. https://t.co/1nIqEjahts",
Galgadot,2021-06-05T20:18:20Z,1401272197772152800,"We started this journey over 3 years ago, searching for extraordinary women with extraordinary stories to tell.

Our amazing teams worked so hard during these troubled times to bring these incredible stories to life, to shed light on the people doing good and making a difference. https://t.co/b3uATifIqA",
Galgadot,2021-06-04T17:36:15Z,1400869016386912300,"Took some time off and spent it at my favorite place, the sound of the waves, the smell of the ocean, the sand in my toes, those always make me calmer, happier and ready for anything... https://t.co/tlgz9US9as",
Galgadot,2021-06-03T16:29:14Z,1400489766630703e3,"Not only was Kayla able to rise above those struggles, she also dedicated her life to helping others do the same. 
This is Kayla's Impact. 
#IMPACT #WomenofIMPACT
#ShareHerImpact 
@JaronVarsano 
@NatGeoTV",
Galgadot,2021-06-03T16:28:52Z,1400489673508728800,"The first time was finding a home in her own body, accepting her own identity and finding peace in her own skin. 
The second time was finding a home to feel safe in, to have a sanctuary, to build a life.",
Galgadot,2021-06-03T16:28:35Z,1400489599999303700,"Kayla is such an amazing force, in her life she has had to overcome so many struggles and make a home for herself in more ways than one.

https://t.co/dXLATSTy3g",
Galgadot,2021-06-02T23:23:59Z,1400231751977373700,"Wonder Woman came out 4 years ago and changed my life..Thank you all so much for the love, I’m forever grateful for this amazing opportunity and I promise we will always do everything to keep and tell Wonder Woman’s story in the best way possible. 
Love and Peace!

#WonderWoman3 https://t.co/ULbIfgeO7I",
Galgadot,2021-05-31T17:04:36Z,1399411500943544300,"This entire project was born from my love and fascination with Tuany, please take the time to watch her episode and I know you will fall in love too.

#IMPACT #WomenofIMPACT
#ShareHerImpact 
@NatGeoTV",
Galgadot,2021-05-31T17:04:18Z,1399411425462919200,"She is more than a teacher, she is a compass, showing the girls the dreams they didn't think were possible and paving the path to fulfill them.
They plant the seeds together and  she gets to watch them grow, blossom and flourish on their own.",
Galgadot,2021-05-31T17:03:38Z,1399411260471627800,"Meet Tuany, the one who started it all.
Tuany's undeniable faith in her girls, her courage, determination and discipline - all incredible powerful tools she passes on to them - are a true inspiration.  

https://t.co/GEuHdV2qhk",
Galgadot,2021-05-30T15:56:45Z,1399032037055606800,"IMPACT's new episode ""Na Ponta dos Pes” out tomorrow!
watch it on my platforms and share with me your thoughts

#IMPACT #WomenofIMPACT
#ShareHerImpact 
@NatGeoTV https://t.co/aWSLhcmAqz",
Galgadot,2021-05-28T21:47:28Z,1398395525808930800,"Watch Tuany's Impact, out this Monday.
#IMPACT #WomenofIMPACT 
#ShareHerImpact 
@JaronVarsano
@NatGeoTV",
Galgadot,2021-05-28T21:45:01Z,1398394908310921200,"Tuany, like the other women in our series are the people who start the ripple effect of goodness. They are the type of people who do it out of just pure passion and the goodness of their hearts, never expecting anything in return. And I’m inspired by them everyday .",
Jenna,2023-02-01T22:50:52Z,1620917626993250300,Thank you for having me! @adidas https://t.co/FQTZJErnEs,
Jenna,2023-01-14T19:07:32Z,1614338442917191700,Happy birthday you big baby https://t.co/DWSFoiOsjX,
Jenna,2023-01-06T23:44:28Z,1611509032094949400,Thanks to everyone who made this upcoming season possible. This has all been pretty surreal https://t.co/cIeJLr9qwh,
Jenna,2022-12-14T21:02:35Z,1603133373488058400,New Scream 6 teaser trailer. See you in March https://t.co/qdy2krXJ2v,
Jenna,2022-12-04T00:46:24Z,1599203433583587300,Thank you so much for having us Brasil. You guys are unbelievably sweet https://t.co/ls2r6e736Q,
Jenna,2022-11-29T23:09:27Z,1597729483456323600,"@defaultmads Stage blood actually washes out pretty easily. Most brands are just sugar-based now a days, just some simple soap and water is fine",
Jenna,2022-11-29T23:07:10Z,1597728907360231400,The bottom fake teeth were crazy! I just love this piece so much.,
Jenna,2022-11-29T23:05:31Z,1597728490824294400,I’m only putting one from the actual set because it’s really not worth it. Can’t see much through the corn syrup. Ti walked over to me with a bucket of blood and a hose with blood and told me to close my eyes https://t.co/1JKL70uC9L,
Jenna,2022-11-29T23:02:20Z,1597727691104718800,Forgot how big this prosthetic was. Here’s some clean https://t.co/dOVA4tpdqC https://t.co/U7pjHSP2Sc,
Jenna,2022-11-29T22:50:49Z,1597724793880875e3,@varietyscalp @harlivqs https://t.co/wotDEgIU3K,
Jenna,2022-11-29T22:49:22Z,1597724429651705900,@skatasgf Mmm how gory are we thinking,
Jenna,2022-11-29T22:41:51Z,1597722535537234e3,@harlivqs Beautiful boy https://t.co/pFPbqqw0cX,
Jenna,2022-11-29T22:40:46Z,1597722261825671200,@barbiefitting https://t.co/7J3yh9PtsZ,
Jenna,2022-11-29T22:37:00Z,1597721314588229600,We were taking photos before we wrapped for the holidays. They told us to have more energy https://t.co/QXagPfNxG2 https://t.co/6VBovymNu3,
Jenna,2022-11-29T22:34:58Z,1597720805873684500,https://t.co/NiDg7JmU2W https://t.co/bsmmTEFq4T,
Jenna,2022-11-29T22:34:12Z,1597720612877013e3,"@lourdscoven @Iivrodrgos Evil question, I can’t give an actual answer. Was listening to Cherish the Day by Sade earlier  though and it felt good",
Jenna,2022-11-29T22:30:21Z,1597719641019027500,@Iivrodrgos https://t.co/p1WUNlgcVc,
Jenna,2022-11-29T22:28:49Z,1597719257646657500,"@enidsncIairs Don’t have one with for some reason, but I took this a week or two ago https://t.co/Yn7pklw4m1",
Jenna,2022-11-29T22:26:42Z,1597718723556540400,"Wednesday test braids, they almost made it. https://t.co/kO6kvD62Q9 https://t.co/fAfcFp5YaE",
Jenna,2022-11-29T22:25:28Z,1597718414113796e3,@odetocabellos It’s too easy,
Jenna,2022-11-29T22:24:43Z,1597718223385817e3,"@defaultmads Everyone is sending me bts pictures now it’s hilarious! I’ve got such a sweet cast though because I was just bored a minute ago, it’s all jokes",
Jenna,2022-11-29T22:20:27Z,1597717151993204700,@miavause I know!,
Jenna,2022-11-29T22:20:09Z,1597717077154234400,@smplyortega See you get it,
Jenna,2022-11-29T22:14:53Z,1597715748939391e3,https://t.co/j8WvnqBugP https://t.co/yGjzlqulTe,
Jenna,2022-11-29T02:22:06Z,1597415577529684e3,Thank you for having me on the podcast. I really enjoyed the conversation https://t.co/PAZ9SuJEvt,
Jenna,2022-11-27T23:12:38Z,1597005507054555100,:’) when you guys watch Wednesday and ENTERGALACTIC on Netflix… then what?? You are the coolest ever. THE Scott! https://t.co/8BIYhDkglN,
Jenna,2022-11-25T19:53:25Z,1596230597780770800,"Thanks to Siouxsie Sioux, Bob Fosse’s Rich Man’s Frug, Lisa Loring, Lene Lovich, Denis Lavant, and archival footage of goths dancing in clubs in the 80’s. Helped me out on this one. https://t.co/zlxlv1JUW4",
Jenna,2022-11-24T22:36:46Z,1595909319463084e3,Eat your turkey and maybe watch the show. Please don’t let this outfit be for nothing. https://t.co/N2mzOvbdqt,
Jenna,2022-11-24T07:01:22Z,1595673916533780500,"Wednesday is out. Thank you to everyone involved/everyone who was supportive throughout the process. I hope the show is an easy, entertaining watch if you’re up for it. Enjoy the holiday. If you do watch, argue with people about it. You all are going to be arguing tomorrow anyway",
Jenna,2022-11-21T05:22:41Z,1594561917477179400,"@JAMS3II Yes! Thank you so much, seriously. I could barely see Greenwood until you asked the tall guys to move. Made my night. Hope you and your friend enjoyed the show",
Jenna,2022-11-16T02:46:56Z,1592710782550433800,Big thank you to @CriticsChoice for the honor and for having me. X https://t.co/3Q1HxWgNV9,
Jenna,2022-11-15T21:32:40Z,1592631697086255e3,STOP THE EXECUTION OF IRANIAN PROTESTORS https://t.co/EbnpTNa4Ko,
Jenna,2022-11-15T21:17:03Z,1592627765626667e3,"It is incredibly difficult for me to fathom something so vicious. This is why now more than ever international  community needs to intervene. What are we waiting for? 
The protestors in Iran are so much braver than us. I’m so sorry this is happening. https://t.co/3OxA1Z8EXB",
Jenna,2022-11-01T15:32:30Z,158746762568405e4,I can’t remember a thing https://t.co/V70ZLJNXWI,
Jenna,2022-10-20T17:21:33Z,1583146416242761700,"I had a really wonderful chat with Christina Ricci for @InterviewMag 
https://t.co/kZEnaGE5yM https://t.co/oxQBclJtAU",
Jenna,2022-10-11T01:27:58Z,1579644948680691700,"This is an incredible piece on the current revolution happening in Iran. I encourage everyone to read, spread, and to support Iran’s youth during this transformative time. https://t.co/GIlqIaSqc0",
Jenna,2022-10-10T13:47:31Z,1.5794686752704799e+18,"I’m just reading up on this, so frustrating it doesn’t seem to be getting much coverage here.
I stand with the tenacious women of Iran while they protest patriarchal control over their bodies. 
I am in such awe of your bravery and  fortitude. Wishing you strength &amp; success always https://t.co/4jHEqQkHbY",
Jenna,2022-07-29T01:03:12Z,1552822011088584700,"She’s a star! I love being a part of this family. It looks insane, can’t wait to watch https://t.co/FdGCzyxPSC",
Jenna,2022-06-24T20:07:11Z,1540426330382139400,https://t.co/UxQwJFZCSe,
Jenna,2022-06-08T21:30:08Z,1534648998325366800,Thank you very much Danny https://t.co/vVd1QGegej,
Jenna,2022-06-06T16:48:50Z,1533853433655988200,https://t.co/zp2MCkXAJR,
Jenna,2022-06-06T16:23:58Z,1533847176278790100,Thank you for last night @MTV https://t.co/8Y38eQu61C,
Jenna,2022-05-25T18:36:36Z,1529531899768627200,This. https://t.co/nL8bUlpKkF,
Jenna,2022-05-03T19:09:36Z,1521567668507230200,My very first MET x https://t.co/HDp672zinK,
Jenna,2022-05-03T19:09:01Z,1521567521320706e3,"What an honor. I’m a very lucky girl, thank you very much for last night @MaisonValentino https://t.co/UUaSNP05Hn",
Jenna,2022-03-20T04:13:03Z,1505396977487462400,Please listen to this playlist because it is so good. https://t.co/5dtTkbU00q,
Jenna,2022-03-20T04:08:49Z,1505395914713800700,The way I miss this and love them. Hope you all are enjoying the film https://t.co/2PThcDSCHy,
Jenna,2022-03-19T03:06:58Z,1505017963086233600,"I feel very lucky to have been able to be a part of this one. X, Now playing! https://t.co/IEf6bSN9Ug",
Jenna,2022-03-13T23:27:28Z,1503150782132232200,"I wish I could be there tonight. To those watching, enjoy the picture! https://t.co/Mwp1Cdcqeg",
Jenna,2022-03-06T17:25:48Z,1500523052412645400,"Palestine Children’s Relief Fund.

https://t.co/S3X4rziQlT",
Jenna,2022-03-06T17:23:53Z,1500522568780062700,@Larixx17432382 Thank you,
Jenna,2022-03-06T17:18:22Z,1500521182046703600,@Robsten1026 Thank you,
Jenna,2022-03-06T17:18:13Z,1500521144390238200,"Help children in Iraq

https://t.co/mx7LviCS83",
Jenna,2022-03-06T17:17:45Z,1500521025527820300,@jaehyunsour Thank you,
Jenna,2022-03-06T17:15:43Z,1500520513898172400,"Link to donate towards Syria’s educational, medical, and shelter funds. 

https://t.co/iqP8k8xsOs",
Jenna,2022-03-06T17:14:30Z,1500520207915577300,@slexiephobic Thank you,
Jenna,2022-03-06T17:14:08Z,1500520115107991600,@editsdxies @favsmelio Thank you very much,
Jenna,2022-03-06T17:13:39Z,1500519993980686300,"Decolonize Palestine. 

https://t.co/MlI5Gpr2QN",
Jenna,2022-03-06T17:11:27Z,1500519440584216600,"93% of children in Yemen are suffering and need assistance due to the violence that continues to devastate the country. SAVE THE CHILDREN link.

https://t.co/Q9gvXrqJqv",
Jenna,2022-03-06T17:09:27Z,1500518937271976e3,"Assisting Ukrainian refugees in Poland, Moldova, Hungary, Romania, and Slovakia.

https://t.co/m0qc7LiCvy",
Jenna,2022-03-06T17:08:35Z,1500518717448458200,"A Ukraine-based nonprofit that helps evacuees.

https://t.co/w4xYkajxTz",
Jenna,2022-03-06T17:08:02Z,1500518580487610400,"Ukrainian organization that has been offering psychosocial support to children affected by the tension in Ukraine since 2015.

https://t.co/eQrwDMwAmA",
Jenna,2022-03-06T17:07:38Z,1500518479069339600,"We must never give up on the people of Ukraine, Yemen, Palestine, Kashmir, Iraq, Syria… the list goes on unfortunately. For anyone who is willing &amp; wanting to contribute any way they can, I want to form a thread with information. Does anyone have resources/links they could add?",
Jenna,2022-03-06T17:00:55Z,1500516790014812200,"Hundreds of thousands of people across Ukraine have been forced to flee their homes. Families have been separated, homes destroyed and lives are in danger. #UkraineAppeal Donate to @decappeal now

 https://t.co/6I3uyoEtZx",
Jenna,2022-02-25T18:41:51Z,1497280697668677600,The Judge Ketanji Brown Jackson news made my day ❤️!!,
Jenna,2022-02-16T19:55:38Z,1494037778220429300,Thank you for the conversation @empiremagazine https://t.co/jubGKI4vyE,
Jenna,2022-02-15T20:33:15Z,1493684855476998100,Pretty cool poster by @FANGORIA https://t.co/hnxU8es6U6,
Jenna,2022-02-05T08:26:08Z,1489877992381821e3,"Thank you to everyone who has watched The Fallout and Scream! 

(If you haven’t seen and you’d like to, Scream is in theatres everywhere, The Fallout is available on HBOMax) https://t.co/JbZFqu1Ibi",
Jenna,2022-02-01T20:38:12Z,1488612672417542100,@orcatega Only spoilers. Maybe in due time,
Jenna,2022-02-01T20:35:12Z,1488611915542810600,@horrorlesbos @ItsZayneFML https://t.co/g7a5OFW955,
Jenna,2022-02-01T20:33:12Z,1488611413681754e3,@bnviento Cello practice for Wednesday https://t.co/RTksviNccT,
Jenna,2022-02-01T20:29:05Z,1488610378053566500,@ItsZayneFML Also did not even make it into the film!,
Jenna,2022-02-01T20:28:47Z,1488610299943047200,@ItsZayneFML I did not mean to post that video it was such an old draft!,
Jenna,2022-01-27T23:25:04Z,1486842724779188200,Thank you @InStyle https://t.co/H896bdT08e,
Jenna,2022-01-27T23:19:07Z,1486841226712256500,"THE FALLOUT is now streaming on @hbomax. 

Thank you to writer/director Megan Park, the wonderful cast and crew who handled this film with care, and for all those who decide to watch. Special thanks to Vada. https://t.co/NjVVwLB1Vs",
Jenna,2022-01-26T19:01:27Z,1486413993954746400,Big thank you to @THR. https://t.co/uEwUSRam4d,
Jenna,2022-01-26T18:32:54Z,1486406811951546400,The Fallout begins exclusively streaming on @hbomax tomorrow.,
Jenna,2022-01-20T07:39:51Z,1484068139679817700,@KidCudi :’),
Jenna,2022-01-17T08:41:51Z,1482996578461929500,@KyleGallner Incredible photos,
Jenna,2022-01-17T07:32:40Z,1482979165808722e3,"I’ve been working and unable to visit the theaters,but for everyone who has made their way over to watch our little movie #SCREAM,it means so much to everyone involved. I’ll be selfish and say especially me. If you haven’t,consider checking it out! We hope to show you a fun time!",
Jenna,2022-01-14T07:56:42Z,1481898049748222e3,@CassiMarieG Not a toothbrush in sight,
Jenna,2022-01-13T06:11:32Z,1481509196306817e3,"!!!! I have so much respect and admiration for you, this means a lot. Thank you so much! SCREAM tomorrow! https://t.co/13SaaOxrIt",
Jenna,2022-01-13T06:09:33Z,1481508697700540400,You’re the coolest. Thanks for the conversation https://t.co/wNMfXF3wwO,
Jenna,2022-01-13T06:04:28Z,1481507418865557500,"I really enjoyed this conversation with @moviemakermag. Thanks for speaking with me! 

https://t.co/GyKPDE0scY",
Jenna,2022-01-12T14:30:21Z,1481272343192346600,Thank you for the feature! https://t.co/iChLQh5laD,
Jenna,2022-01-11T20:37:02Z,1481002230299992e3,Thanks for having me back @DrewBarrymoreTV. I really feel like Ghostface and I have turned a new leaf https://t.co/JHBBzN3rWz,
Jenna,2022-01-11T20:19:02Z,1480997703450566700,STUDIO 666 trailer!!!! I was so excited to get the chance to participate in this one. In theatres February 25th! @foofighters https://t.co/zf6MlxyLdN,
Jenna,2022-01-07T23:52:17Z,1479601815561937e3,@getoutmyhead0 I just wrote it down in my notes though so it will be next book purchase I promise,
Jenna,2022-01-07T23:51:54Z,1479601722469322800,@getoutmyhead0 No I am such a liar,
Jenna,2022-01-07T23:51:36Z,1479601646443368400,@JENNAMYHAPPlNES Next morning too https://t.co/xohDjcL0xa,
Jenna,2022-01-07T23:40:37Z,1479598882090897400,"If on a Winter’s Night a Traveller, by Ítalo Calvino. Recommended by a friend https://t.co/WaKTobGIIc",
Jenna,2022-01-07T23:29:44Z,1479596141398433800,"MESCUDIIII!!!!!! :) 
How you are so great I’ll never understand!!! https://t.co/AAfXo6wvhg",
Jenna,2022-01-07T23:20:54Z,1479593918585098200,This is so sweet!! Thank you so much!! https://t.co/qHHMxyP1A2,
Jenna,2022-01-07T23:19:13Z,1479593493597196300,"I was!! I just didn’t get to be in LA with the rest of the cast, which sucked. But I zoomed in!! https://t.co/4oFcKTkKEo",
Jenna,2022-01-07T23:18:19Z,1479593268555960300,JANUARY 27th EXCLUSIVELY ON @hbomax https://t.co/NM36ngQQmf,
Jenna,2022-01-07T23:12:26Z,1479591790122619e3,@YoKyce Tough,
Jenna,2022-01-07T23:11:36Z,1479591579669221400,Eastern Europe https://t.co/eRnjZaXWCD,
Jenna,2022-01-07T22:43:44Z,1479584564033036300,"SCREAM is a week away so here’s a random photo of Brett, Mikey, Jasmin, Sonia, Matt and I in an elevator after a game night in Wilmington last November. I’m wearing a towel Matt and I fought over and stole from the set. I still have it. Really excited for this one #SCREAM https://t.co/meHaAbjbM7",
Jenna,2022-01-01T22:47:10Z,1477411101436305400,This puffer is so warm I am never taking it off @AEO!!  #aepartner https://t.co/Qgjg5T0aL7,
Jenna,2021-12-21T22:42:13Z,1473423591769215e3,The way I didn’t respond to the email for this quick enough https://t.co/X8qYGCQtPq,
Jenna,2021-12-13T18:38:10Z,1470463070833098800,"We are one month away, folks! https://t.co/5gWSK0RwAe",
Jenna,2021-12-03T18:39:22Z,1466839493873442800,This thread https://t.co/50gznp5H0r,
Jenna,2021-10-12T16:50:57Z,1447968040256262100,Official trailer #SCREAM https://t.co/8JVKRNd89j,
Jenna,2021-07-28T19:04:18Z,1420460122459934700,So nice speaking with you @NylonMag https://t.co/MrwiXcPMe4,
Jenna,2021-07-28T15:50:13Z,1420411279231963100,Had so much fun working with this crew for the new @AEO Back-to-School campaign! Join us on Clubhouse tonight at 7pm ET for an exclusive behind-the-scenes look! #aepartner #aejeans https://t.co/nH5Dl8F5TJ,
Jenna,2021-05-19T16:01:26Z,1395046950391533600,*snaps twice* https://t.co/SCI8blOiOv,
Jenna,2021-05-19T07:18:21Z,1394915314144465e3,"Young Palestinian writer and poet Mohammed El-Kurd is incredible in this interview. Powerful, accurate, and straight to the point. Watch both parts https://t.co/X3rchOZ3Gg",
Jenna,2021-03-23T02:19:13Z,1374183924662902800,"My heart hurts for those affected by the shooting in Colorado. The normalization of such a horrific act of terrorism is terrifying &amp; upsetting. When will people in positions of power do something? This is preventable, yet our youth continues to prepare and no one seems to mind https://t.co/VJm5FZ2RHI",
Jenna,2021-03-20T03:27:52Z,1373114036741574700,"!!! Thanks to everyone who helped get this film made! And congratulations to our incredible director Megan Park, who won the Brightcove Award for best director on the rise. So well deserved. Special thanks to @sxsw, it’s quite the honor https://t.co/P73gAnjUXt",
Jenna,2021-03-16T02:58:29Z,1371657093741080600,The depth of the imprint her ring left on my hand.... https://t.co/hN0rjsExhh,
Jenna,2021-03-13T17:20:37Z,1370786889335066600,I had a nice time speaking with Steven from Collider. Thanks Steven from Collider https://t.co/U0LqasQCTc,
Jenna,2021-02-11T00:19:46Z,1359658349537595400,Have you heard about YES DAY? I can’t wait for you all to watch the film on @netflix March 12. Join the fun and have a Yes Day of your own! I wanna see your Yes Day activities so share how you’re celebrating using #YESDAYChallenge on March 12 https://t.co/E36OyDc8lU,
Jenna,2021-02-06T06:09:28Z,1357934413879730200,I cannot keep a jar of crunchy peanut butter/almond butter at my place because I will eat the entire thing in two days,
Jenna,2021-01-20T02:13:16Z,1351714379767582700,Can’t wait for today to be over https://t.co/sDv1xr82M0,
Jenna,2021-01-12T01:20:57Z,1348802110905749500,@nat6297 Thank you!,
Jenna,2021-01-08T04:05:07Z,1347393873912348700,@jennaortega112 Yayy!! Thanks! I love you,
Jenna,2021-01-08T04:04:53Z,1347393815422750700,@mutoomba You’re sweet,
Jenna,2021-01-08T04:04:27Z,1347393706136014800,!!!!!!!!!!!!! ! !! ! https://t.co/2HNlmI9Xtg,
Jenna,2021-01-08T03:46:11Z,1347389108558078e3,@BenSANCHY1 Thank you for being so kind about this. Very thankful for you,
Jenna,2021-01-06T23:18:15Z,1346959293828845600,What went down today at the capitol makes me sick to my stomach,
Jenna,2021-01-05T20:21:27Z,1346552411989581800,@HugoRamos226 Crazy to see. Thank you so much for supporting it!,
Jenna,2021-01-04T03:43:07Z,1345938784060227600,@ziyerily Watch it for yourself,
Jenna,2021-01-04T03:36:51Z,1345937210466562e3,@dogfather You see because you have taste,
Jenna,2021-01-04T03:34:53Z,1345936711990169600,@rinasawqyama Tell them sis,
Jenna,2021-01-04T03:33:51Z,1345936454782832600,@naiculture ITS THE BEST ONE,
Jenna,2020-11-18T21:10:17Z,1329170084716183600,"SCREAM! Truly the most special experience I’ve ever had on a set. I cannot wait for everyone to see what we’ve been working on these past few months, still in disbelief I got to be apart of something so incredible. https://t.co/6xDApWsUSY",
Chris,2023-02-02T21:00:36Z,1621252266480074800,Kids Choice Awards nominations! My kids definitely won’t vote for me because they’re voting for the @therock but maybe his kids could vote for me and we call it even? @Nickelodeon https://t.co/pRHMn1v3Ot,
Chris,2023-01-30T20:56:19Z,1620164026306281500,Someone call Redbull! I’m pretty sure I just broke the record for highest cliff dive. https://t.co/pJcrRisGlF https://t.co/i1sSuIGstX,
Chris,2023-01-30T16:31:08Z,1620097289212813300,LFG! https://t.co/joGS4Ib6Ld,
Chris,2023-01-30T16:30:38Z,1620097162288955400,Make sure to tell Zeus I’m sorry for the whole lightning in the chest thing… https://t.co/uSb97Ws8xF,
Chris,2023-01-27T21:25:55Z,1619084312569344e3,https://t.co/wnAtozhsvD,
Chris,2023-01-27T21:25:54Z,1619084305128366e3,https://t.co/REwPB1Aww4,
Chris,2023-01-27T21:25:52Z,1619084298111561700,"Not too bad for turning 85 in the blink of an eye!

#Limitlesswithchrishemsworth is now streaming on @DisneyPlus https://t.co/p5bWFvfSrs",
Chris,2023-01-24T16:28:15Z,1617922236933079e3,💪💪 https://t.co/Tx1UC2ZKsu,
Chris,2023-01-24T16:27:34Z,1617922066002641e3,Me https://t.co/ain3p4IJUk,
Chris,2023-01-24T16:27:13Z,1617921976454238200,"Hyped that you’re hyped, @ViceApologist https://t.co/oHUKodT93M",
Chris,2023-01-23T14:45:20Z,161753394725641e4,"Nothing better than some sprint training to start your week @CentrFit 

➡️ https://t.co/d2SYM0NdyM https://t.co/PEH1Zx8J5L",
Chris,2023-01-21T18:25:56Z,1616864691413729300,One of the most memorable trips to Kenya my family and I have ever had. Thank you to Africa Born for taking care of us! https://t.co/DhdRLpUb5P,
